RHBDL2 EFNB2
SCARB1 SREBF2
PTK6 ERBB2
PTK6 ERBB3
PTK6 PTK6
PTK6 PITX1
NHLRC2 FRYL
ACOX1 SCP2
ACOX1 GPX2
ACOX1 ACOX2
ACOX1 EHHADH
TFAP2C TP53
TFAP2C KDM5B
STK33 HSP90AA1
STK33 CDC37
TRIO PTPRF
CORO1B PRKCA
CORO1B CORO1B
DNAJB11 EZH2
DNAJB11 HSPA5
NOS1AP TRAF4
NOS1AP RASD1
EZH2 TP53
EZH2 HDAC1
EZH2 EHMT1
EZH2 KDM1A
EZH2 CENPV
EZH2 PAXBP1
EZH2 RPN2
EZH2 ATP1B1
EZH2 ATP1A1
EZH2 WSB2
EZH2 GADD45G
EZH2 KLHDC2
DSP YWHAZ
DSP KRT8
DSP CASP7
DSP KRT18
DSP KRT6A
DSP CASP10
DSP PLEKHA5
DSP KRT5
DSP PKP3
DSP DSP
LRP6 CSNK1A1
LRP6 CSNK1E
LRP6 FZD8
LRP6 LRP6
DAAM1 DAAM1
DAAM1 FNBP1L
CDC42BPB RIPK1
ARHGEF10L NR4A1
HDAC6 NR4A1
HDAC6 ERBB2
HDAC6 PRKCZ
HDAC6 HSP90AA1
HDAC6 TUBB2A
HDAC6 HSPA5
HDAC6 PRKCA
HDAC6 HDAC6
HDAC6 TUBB4B
HDAC6 MAPK3
HDAC6 PROM1
HDAC6 UBB
HDAC6 ERBB3
HDAC6 MED9
HDAC6 PRDX4
DOCK7 ERBB2
DOCK7 YWHAZ
DOCK7 MYO6
DOCK7 YWHAH
DOCK7 GRB7
ITPKA PRKCA
ITPKA PRKCZ
ITPKA PLCB3
PAK1 ERBB2
PAK1 HGS
PAK1 SMAD1
PAK1 YWHAZ
PAK1 CDK11A
PAK1 PAK1
PAK1 SORBS2
PAK1 ZNF564
PAK1 KALRN
PAK1 BSG
PAK1 BAIAP2
PAK1 HSP90AA1
PAK1 LTF
PAK1 ZNF823
ATP6V0D1 RAB2A
CLDND2 EBP
CLDND2 MUC1
CLDND2 GOLM1
ERBB2 MUC1
ERBB2 ERBB2
ERBB2 GRB7
ERBB2 HSP90AA1
ERBB2 ERBB3
ERBB2 FGFR4
ERBB2 SOS1
ERBB2 TOB1
ERBB2 UBB
ERBB2 PIK3C2B
ERBB2 BCAR3
ERBB2 HSP90AA2P
ERBB2 PLXNB1
ERBB2 HSP90B1
ERBB2 TGFA
ERBB2 PTPRK
ERBB2 TNS3
ERBB2 BTC
ERBB2 PRKCA
ERBB2 SH2D3A
ERBB2 SUPT6H
UPF1 YWHAZ
UPF1 EIF3A
UPF1 CDC37
UPF1 UPF3B
UPF1 SMG5
UPF1 UPF1
UPF1 ACSS2
UPF1 ATAD3B
DMPK SRF
ENTPD3 MUC1
ENTPD3 CREB3L1
ENTPD3 SYNE4
ENTPD3 ACP2
ENTPD3 ENTPD5
ENTPD3 ENTPD2
ENTPD3 GGT6
FANCC TP53
FANCC HSP90B1
FANCC GSTP1
FANCC HSP90AA2P
FANCC HSP90AA1
FANCC DNAJB1
FANCC FAAP100
NAPRT GRAMD2B
FNDC3A TENT5A
TMEM51 KRAS
TMEM51 EBP
TMEM51 MRPL12
TMEM51 CLCA4
TMEM51 TMEM14A
TMEM51 SEC61G
TMEM51 SMAGP
TMEM51 CYP4F2
RFLNA FDFT1
CLDN1 TJP1
CLDN1 WNK4
CLDN1 CLDN3
CLDN1 CLDN1
CDK16 YWHAZ
CDK16 YWHAH
RDH5 RDH11
RDH5 RDH10
RDH5 SDR16C5
RDH5 RDH13
RDH5 RDH5
ARL1 ARFIP2
ARL1 CDK5RAP3
ARL1 RIOK3
ALDH7A1 RECQL5
ALDH7A1 CNDP1
ALDH7A1 UEVLD
ALDH7A1 ACSS2
ALDH7A1 ALDOB
ALDH7A1 MAOA
ALDH7A1 ADH1C
ALDH7A1 DDA1
ALDH7A1 ALDH7A1
ZKSCAN1 ZFYVE9
AGMAT ARG2
RBFOX1 PLEKHA5
RBFOX1 CELF3
RBFOX1 SERF2
TSC2 CCND1
TSC2 YWHAZ
TSC2 MAPK3
TSC2 YWHAH
TSC2 PAM
MAP4K3 ZNF91
MAP4K3 SORBS2
MAP4K3 MAP4K3
PHKA2 PHKG2
COX7A2 CYC1
COX7A2 UQCRC1
COX7A2 UQCR10
STARD4 SYP
PRAP1 ETS2
PRAP1 FOSL1
PRAP1 PBX1
PRAP1 ASPH
GIPC2 GIPC2
GIPC2 FZD3
HIP1R HIP1R
SLC39A7 CLCA4
EIF5 DDA1
PAXBP1 SRRM2
PAXBP1 SRSF11
PAXBP1 DHX15
PAXBP1 NCBP1
PAXBP1 PPIL2
PAXBP1 ACIN1
PAXBP1 SF3B4
SMIM14 SLPI
DAPK3 TP53
DAPK3 DAPK3
DAPK3 PRKCZ
UBXN10 UNC13B
UBXN10 IFT74
TIMM10B HGS
FA2H EBP
FA2H CREB3L1
UBXN4 TOM1L1
UBXN4 VPS13A
GCAT SUCLG1
GCAT MMUT
ERBB3 GRB7
ERBB3 HSP90AA1
ERBB3 ERBB3
ERBB3 SOS1
ERBB3 TNS3
ERBB3 ODF2L
ERBB3 BCAR3
ERBB3 MUC1
AP1S1 AP1M2
AP1S1 AP1G2
AP1S1 AP1S1
CUL7 TP53
CUL7 CUL9
CUL7 CUL7
CUL7 LGALS3BP
PRKCA TP53
PRKCA SRF
PRKCA LMNA
PRKCA PLD1
PRKCA GRIN1
PRKCA GSTP1
PRKCA PPARA
PRKCA PRKCA
PRKCA PLCB3
PRKCA YWHAZ
PRKCA F11R
PRKCA PRKCZ
PRKCA TXN
PRKCA ANXA2
PRKCA MARCKS
PRKCA KRT18
PRKCA GRIN2B
PRKCA ATP1A1
PRKCA MARK2
PRKCA GABRB3
PRKCA GIPC1
PRKCA CLDN4
PRKCA TEP1
PRKCA SPAG1
PRKCA PPP1R14D
PRKCA TRPM4
PRKCA CD9
PRKCA KCNJ11
PRKCA TACSTD2
PRKCA HMGN1
PRKCA CYTH2
PRKCA MARCKSL1
PRKCA AFAP1
PRKCA NKX3-1
PRKCA PAM
PRKCA TRIM29
PLEKHA5 SYNE2
PLEKHA5 KRAS
PLEKHA5 PROM1
PLEKHA5 SPTBN1
PLEKHA5 KRT19
PLEKHA5 MYH14
PLEKHA5 PLEC
PLEKHA5 NPAS2
PLEKHA5 FAAP100
PLEKHA5 EXOC4
PLEKHA5 ARHGEF9
UQCR10 COX5B
UQCR10 COX5A
UQCR10 CYC1
UQCR10 NDUFB10
UQCR10 NDUFV1
UQCR10 COX6C
UQCR10 MT-ND1
UQCR10 NDUFA1
UQCR10 MT-ND4L
UQCR10 MT-ND4
UQCR10 MT-ND5
UQCR10 COX6B2
UQCR10 NDUFV3
UQCR10 COX7B
UQCR10 MT-CO3
UQCR10 COX6A1
UQCR10 NDUFA7
CYC1 COX5B
CYC1 CYCS
CYC1 COX5A
CYC1 NDUFB10
CYC1 MT-CO3
CYC1 NDUFV3
CYC1 COX6C
CYC1 MT-ND1
CYC1 UQCRC1
CYC1 COX6B2
CYC1 NDUFA7
CYC1 MT-ND4L
CYC1 MT-ND4
CYC1 COX6A1
CYC1 NDUFV1
CYC1 COX7B
CYC1 NDUFA1
CYC1 MT-ND5
CYC1 CYC1
RAMP1 RAMP1
RAMP1 VIPR1
SLC39A14 KRAS
NEUROG3 HNF1A
RASD1 MDFI
ZDHHC1 MDFI
ERGIC1 EHHADH
PPIF ARFIP2
PPIF MUC1
PPIF SYP
PTGFRN CD9
ATP1A1 HGS
ATP1A1 HSPD1
ATP1A1 MAPK3
MRPL30 MRPL12
MRPL30 MRPL42
MRPL30 MRPL2
CACNB3 CTBP2
MYDGF HPCAL1
MYDGF ACOT13
TINAGL1 MDFI
MOGS RPN2
BAIAP2 KRAS
BAIAP2 YWHAZ
BAIAP2 YWHAH
BAIAP2 KIAA1522
BAIAP2 SF3B4
BAIAP2 BAIAP2
REEP1 YWHAH
REEP1 CLDN10
AFAP1 PRKCZ
AFAP1 AFAP1
PWWP3A GSTO2
PWWP3A MDFI
RDH13 RDH11
RDH13 RDH10
RDH13 SDR16C5
DTX2 HGS
DTX2 GOLGA2
DTX2 GLYCTK
DTX2 LNX1
DTX2 RFX6
DTX2 HPCAL1
DTX2 DTX2
DTX2 ABHD11
DTX2 USP54
DTX2 C19orf54
SYNE2 CDC37
SYNE2 MAPK3
IHH PTCH1
BEX5 MORF4L2
BEX5 BEX5
RMND5A MAEA
NEDD4L HGS
NEDD4L YWHAZ
NEDD4L ARRDC3
NEDD4L OCLN
NEDD4L NEDD4L
NEDD4L ATP1B1
NEDD4L UBA1
ATP5F1B HSPD1
ATP5F1B YWHAZ
ATP5F1B ATP5F1C
ATP5F1B ATP5F1A
ATP5F1B GRB7
ATP5F1B P4HB
ATP5F1B UQCRC1
ATP5F1B ATP5MC1
ATP5F1B MT-ATP8
ATP5F1B ATP5ME
TP53 YWHAZ
TP53 LMNA
TP53 PPP1R13L
TP53 ETS2
TP53 BAK1
TP53 BRCC3
TP53 TP53
TP53 HDAC1
TP53 HSP90AA1
TP53 WRN
TP53 MAPK3
TP53 CUL9
TP53 NR4A1
TP53 KDM1A
TP53 EHMT1
TP53 SOX4
TP53 CSNK1A1
TP53 HSPA5
TP53 NR0B2
TP53 PPARGC1A
TP53 MUC1
TP53 PTTG1IP
TP53 DNAJB1
TP53 RNF128
TP53 TUBB2A
TP53 PER2
TP53 SRPK1
TP53 PPP2R1A
TP53 HSP90B1
TP53 PAK4
TP53 VRK3
TP53 DAB2IP
TP53 BRD8
TP53 PNP
TP53 S100A6
TP53 MAPKAPK5
TP53 CSNK1E
TP53 KLF4
TP53 S100A2
TP53 BBC3
TP53 DYRK2
TP53 BAG1
TP53 UBB
TP53 HSP90AA2P
TP53 TEP1
TP53 BMP1
TP53 TGFA
TP53 GSTM4
TP53 TXN
TP53 SAT1
TP53 MAD2L1BP
TP53 DHCR24
TP53 BRF1
TP53 DLEU1
SEC31A SEC13
PPP1R9A ACTG1
PPP1R9A PPP1R9A
CEBPG FOSL1
CEBPG CREB3L1
CEBPG CEBPG
TGFA GORASP1
TGFA TGFA
CREB3L1 EBP
CREB3L1 STX3
CREB3L1 TMEM11
CREB3L1 CREB3L1
CREB3L1 SEMA4G
CREB3L1 TMEM14A
CREB3L1 SCD
CREB3L1 WFDC2
CREB3L1 OLFM4
CREB3L1 SEC61G
CREB3L1 SLC7A1
CREB3L1 MALL
CREB3L1 SLC35B2
CREB3L1 TLCD1
CREB3L1 C11orf24
CREB3L1 YIPF6
CREB3L1 GAST
CREB3L1 CYP4F2
CREB3L1 TMEM222
ABHD11 MDFI
ABHD11 PITX1
ABHD11 ANKRD11
VWA2 VWA2
VWA2 PTPN3
TRIP4 SRF
TRIP4 PAX9
TRIP4 TRIP4
AGPAT2 CPT1B
LIMD1 PPP2R1A
ABCF1 PRKAB1
RPN2 STT3B
RPN2 MLEC
RPN2 DOLPP1
SH2D3A SH2D3A
COX5B GOLGA2
COX5B UQCRC1
RDH10 DDA1
RDH10 RDH11
RDH10 SDR16C5
F5 CALR
F5 PROC
F5 F5
MMUT SUCLG1
MMUT MMUT
NOXA1 PLA2G10
NOXA1 C19orf54
NOXA1 UBAP2
NOXA1 NOXA1
CDCP1 ST14
DSG3 PKP3
ANKRD9 ELOB
F2RL1 ST14
ARFIP1 ARFIP2
ARFIP1 SMPD2
OTUD7B SOX2
OTUD7B UBB
OTUD7B SLC9A3R2
PLEKHA7 CDH1
PLEKHA7 TRAF4
PLEKHA7 PPL
PLEKHA7 PIBF1
PRSS23 ACTG1
PRSS23 TMEM222
PRSS23 ODF2L
SREBF2 SRF
SREBF2 HSPA5
SREBF2 MTTP
SREBF2 MAPK3
SREBF2 ASAP2
SREBF2 SPTBN1
SREBF2 SREBF2
SREBF2 UBA1
SREBF2 MT-ND5
SREBF2 SI
SREBF2 PRSS8
SREBF2 SLC4A4
SREBF2 ABLIM2
SREBF2 DST
SREBF2 GOLGB1
SREBF2 MED15
SREBF2 SRSF11
SREBF2 LZTR1
GSE1 HDAC1
GSE1 KDM1A
GSE1 GOLGA2
GSE1 CARD10
GSE1 HMG20B
GSE1 ZNF217
GSE1 GSE1
GSE1 CADPS
MYOF YWHAZ
GMPPA BTC
GMPPA GMPPA
GMPPA PMM2
S100A6 YWHAZ
S100A6 ANXA2
S100A6 S100A6
S100A6 ECD
RRBP1 DSTN
GRAMD4 SH2D4A
GRAMD4 GADD45G
GRAMD4 TACC2
MLXIPL MAP3K14
CA2 HSPD1
CA2 SLC4A4
EEF1A1P5 MLLT3
EEF1A1P5 CCDC130
EEF1A1P5 MAD2L1BP
EEF1A1P5 MRPL42
EEF1A1P5 TMPRSS3
EEF1A1P5 ORMDL3
RNPEP ZFYVE9
HMGCS1 EHHADH
HMGCS1 HMGCL
NECAB3 NCBP1
CYTH2 CCDC120
CYTH2 SOS1
CYTH2 PRKCZ
SMAGP EBP
SMAGP SERINC2
ARHGAP5 RND1
ARHGAP5 RND3
BRD8 MORF4L2
BRD8 MIS18A
ARHGAP21 YWHAZ
BSG KRAS
BSG HGS
BSG PPIL2
BSG BSG
DNASE1 ACTG1
YKT6 LMNA
YKT6 KRAS
SRPRB LMNA
SRPRB CDK5RAP3
SRPRB UQCRC1
SLPI KLK3
SLPI NBL1
AP3D1 AP3B1
AP3D1 AP3S2
IDH2 ACO2
PTS GCH1
PTS LNX1
PTS PTS
ACP2 PNP
ACP2 ENTPD5
ACP2 ENTPD2
FAM110C CSNK1E
HMGN1 YWHAZ
HMGN1 PRKCZ
HMGN1 HMGN1
TOB1 SMAD1
TOB1 MAPK3
TOB1 MARCKS
HSPA2 HSPA5
HSPA2 PSMB5
HSPA2 PSMD1
DPP3 ATP5F1C
CYCS PRKAB1
CYCS CUL9
CYCS UQCRC1
GSTO2 GSTO2
HYOU1 HSP90B1
HYOU1 HSPA5
SYTL2 LNX1
SYTL2 RAB27B
FBLIM1 C19orf54
TAPBPL TEPSIN
NKX3-1 SRF
NKX3-1 HDAC1
NKX3-1 TLE2
NKX3-1 SPDEF
NKX3-1 SLC22A18
NPDC1 CCND1
NPDC1 MDFI
NPDC1 NPDC1
CTBP2 HDAC1
CTBP2 KDM1A
CTBP2 PROX1
CTBP2 NRIP1
CTBP2 CTBP2
CTBP2 ZNF217
CTBP2 FOXP2
CTBP2 PNN
CTBP2 EHMT1
CTBP2 RREB1
CTBP2 MECOM
CTBP2 CCDC120
CTBP2 RBBP8NL
PPP1R16A HGS
PPP1R16A MRPL12
PPP1R16A AVPI1
PPP1R16A CKMT1B
PPP1R16A PPP1R16A
PPP1R16A BATF2
PCK2 HSPD1
PCK2 SUCLG1
PCK2 NME1
PCK2 PCK2
PCK2 TMEM54
FAM3B FUT3
DDA1 AMBRA1
DDA1 COPB2
COX7B UQCRC1
ENTPD2 ENTPD5
MYO6 GIPC1
MYO6 CDH1
MYO6 LMTK2
MYO6 MYO6
MYO6 ARHGEF12
MYO6 CARD10
MYO6 UBB
MYO6 CALM2
UFM1 PRKAB1
UFM1 CDK5RAP3
SLC35B2 GOLM1
ID2 TCF3
ID2 GATA4
ID2 HSPA5
ID2 MAPK3
ID2 NR0B2
ID2 ID2
BCL10 CARD10
BCL10 CSNK1A1
BCL10 BCL10
GORASP1 GOLGA2
GORASP1 CASP7
GORASP1 TRAF4
GORASP1 AGPS
GORASP1 TMED2
GORASP1 GORASP1
ARFIP2 ARFIP2
ARFIP2 HGS
ARFIP2 LNX1
ARFIP2 GOLGA2
ARFIP2 SYP
ARFIP2 RND1
BCAS1 BCAS1
CXADR KRAS
CXADR LNX1
CD9 HBEGF
CD9 SDC1
CD9 CD46
HGS KRT19
HGS STAM2
HGS KRT18
HGS TRAK1
HGS ACTN4
HGS KRT6A
HGS KRT13
HGS TRAF4
HGS KIAA0753
HGS WASHC1
HGS CTTNBP2NL
HGS UBA1
HGS ACLY
HGS RHOBTB3
HGS UBB
HGS TOM1L1
HGS LINC00265
HGS TUBB4B
HGS VMP1
HGS TUBB2A
HGS PLA2G10
HGS IFT74
HGS BBC3
HGS KLF4
HGS UBAP2
HGS NDUFB10
HGS USP54
HGS CYB5R2
HGS KRT14
GPI HK2
GPI ACO2
GPI GPI
C19orf54 TRAF4
C19orf54 GLYCTK
C19orf54 PITX1
C19orf54 A1CF
C19orf54 PLAC8
C19orf54 HR
C19orf54 MISP
AKAP9 KDM1A
AKAP9 GRIN1
AKAP9 CSNK1E
AKAP9 CALM2
PANK1 YWHAZ
ETS2 ZFYVE9
ETS2 CDK10
ETS2 MAPK3
ETS2 FOSL1
ETS2 ETS2
LAMC2 PDIA3
LAMC2 BMP1
LAMC2 LAMB3
BTBD6 BTBD3
CTTNBP2NL PPP2R1A
CTTNBP2NL STRN
COX6C SAT1
COX6C UQCRC1
GADD45G PPARA
GADD45G PTPRK
GADD45G BEND7
GADD45G ZNF664
GADD45G CFAP44
GADD45G FAM156A
SLC27A2 YWHAZ
SLC27A2 MVK
SLC27A2 SCD
SLC27A2 CPT1B
LGALS4 RFX6
EBP SLC41A2
EBP EBP
EBP MFSD6
EBP TLCD1
EBP ORMDL3
EBP RNF152
EBP TMEM11
EBP YIPF6
EBP LEMD1
EBP CYP4F2
EBP TMEM222
EBP SCAMP4
TXN YWHAZ
TXN ANKRD11
MDFI KRAS
MDFI TCF3
MDFI BRF1
MDFI CDC42EP1
MDFI CDC37
MDFI SPRED2
MDFI MDFI
MDFI HOXB9
MDFI CCDC120
MDFI METTL17
MDFI NECTIN2
MDFI CBFA2T2
MDFI SLC25A10
MDFI GDF15
MDFI AVPI1
MDFI ZNF587
MDFI ZNF564
MDFI CRY1
MDFI REG3A
MDFI HOMER2
MDFI NDUFA7
MDFI SERF2
MDFI GPRIN2
MDFI FAAP100
MDFI PIBF1
MDFI SEMA3B
MDFI HPCAL1
MDFI GNE
MDFI ZNF575
MDFI FAM120AOS
MDFI SELENOM
MDFI SCAMP4
MDFI SPON1
CBLC YES1
YIPF6 SLC12A7
YIPF6 TMEM11
YIPF6 PDZK1IP1
YIPF6 YIPF2
YIPF6 EFNA5
YIPF6 CRB3
YIPF6 TCTA
YIPF6 PSCA
CRB3 PARD6B
CRB3 MPP5
CRB3 TMEM222
ATP5F1C UQCRC1
ATP5F1C ATP5F1A
ATP5F1C DHX15
ATP5F1C CA12
ATP5F1C MED15
ATP5F1C MT-ATP8
ATP5F1C ATP5ME
ATP5F1C ATP5MC1
ATP5F1C NGEF
ATP5F1C DHCR7
NDUFV3 NDUFB10
NDUFV3 UQCRC1
NDUFV3 NDUFV1
NDUFV3 MT-ND1
NDUFV3 NDUFA1
NDUFV3 MT-ND4L
NDUFV3 NDUFA7
SERINC2 SLC12A7
SERINC2 TMEM54
SERINC2 TMEM14A
GSTP1 GSTP1
GSTP1 CARD10
ZFC3H1 GOLGA2
ZFC3H1 PIBF1
ZFC3H1 CADPS
PPIL2 SRRM2
PPIL2 SRSF11
PPIL2 DHX15
PPIL2 NCBP1
PPIL2 SF3B4
PPIL2 ACIN1
MUC2 CDX2
MUC2 MUC2
PLA2G6 USP54
PLA2G6 PLA2G6
EDEM3 UBA1
CP PROC
CP LTF
CP GAST
MYH14 TRPM6
GRIN1 LNX1
GRIN1 GRIN2B
GRIN1 EPHB4
GRIN1 TJP1
GRIN1 DLGAP4
GRIN1 EPHB2
GRIN1 GRIN1
GRIN1 PPP2R1A
GRIN1 PRKCZ
GRIN1 DLG3
UQCRC1 PDHA1
UQCRC1 COX5A
UQCRC1 NDUFB10
UQCRC1 NDUFA1
UQCRC1 MT-ND4L
UQCRC1 MT-ND4
UQCRC1 MT-ND5
UQCRC1 MT-ND1
UQCRC1 COX6A1
UQCRC1 COX6B2
UQCRC1 NDUFV1
UQCRC1 MT-CO3
UQCRC1 NDUFA7
CDH1 HDAC1
CDH1 LMNA
CDH1 HSPD1
CDH1 HSPA5
CDH1 ACTG1
CDH1 HSP90AA1
CDH1 ARVCF
CDH1 KRT18
CDH1 CDH1
CDH1 CSNK1A1
CDH1 YES1
CDH1 ACTN4
CDH1 TJP1
CDH1 TNS3
CDH1 CSNK1E
CDH1 PTPRF
CDH1 CDC16
CDH1 CA9
COQ9 STX3
COQ9 EHHADH
COQ9 ALDH18A1
COQ9 COQ7
COQ9 ANO8
COQ9 WFDC2
WASHC1 TPM1
WASHC1 NUP62CL
ZNF69 P4HB
ZNF69 ZNF69
MLLT3 HSP90B1
MLLT3 AFF4
MLLT3 MLLT3
LBHD1 ARCN1
TMEM11 MUC1
TMEM11 MSMO1
TMEM11 PDZK1IP1
TMED9 TMED2
MAPK3 TCF3
MAPK3 PPARA
MAPK3 GATA4
MAPK3 SOX2
MAPK3 SOS1
MAPK3 MAPK3
MAPK3 MAP3K14
MAPK3 PRKCZ
MAPK3 ETV6
MAPK3 TTYH3
MAPK3 SPHK2
MAPK3 PTPRK
MAPK3 MAP2K3
MAPK3 KRT8
SORBS2 YWHAZ
SORBS2 SH2D4A
SORBS2 GOLGA2
SORBS2 TRAF4
SORBS2 DLGAP4
SORBS2 PALLD
SORBS2 SORBS2
SORBS2 SEMA6A
SORBS2 TEPSIN
AP3B1 CSNK1A1
AP3B1 AP3S2
TNPO1 HSPD1
TNPO1 YWHAZ
TNPO1 ANXA2
TNPO1 HSP90AA1
TNPO1 CA9
TNPO1 SOCS6
TNPO1 ATP5F1A
TNPO1 TNPO1
AGR3 DAG1
AGR3 PDZK1IP1
AGR3 CD46
TRPV4 YES1
TRPV4 MAP7
TRPV4 TRPV4
FBXO16 MORF4L2
CLDN4 TJP1
CLDN4 WNK4
CLDN4 GOLM1
ZNF217 HDAC1
ZNF217 KDM1A
ZNF217 KDM5B
ZNF217 EHMT1
ZNF217 HMG20B
ZNF217 RREB1
ZNF3 GOLGA2
ZNF3 TRAF4
ZNF3 ID3
ZNF3 CCDC130
ZNF3 SF3B4
ZNF3 ZNF3
DAPK2 DAPK2
NPAS2 HSP90AA2P
NPAS2 HSP90AA1
NPAS2 UBAP2
NPAS2 BPIFA1
COPB1 ARCN1
COPB1 COPB2
COPB1 COPB1
COPB1 KDELR1
COPB1 GBF1
DEFB1 ASPH
CARD10 KDM1A
CARD10 GIPC1
CARD10 PIBF1
CARD10 CDC37
CARD10 SEMA3B
CARD10 METTL17
CARD10 USP54
CARD10 HOXB9
CARD10 ZNF575
CARD10 ZNF286A
CARD10 ZNF165
CARD10 ZNF587
CARD10 ZNF564
NFE2L1 MAFK
ZNF526 OVOL2
ZNF526 ZNF575
CYB5R2 GOLGA2
MAP2K3 MAP2K3
MAP2K3 FGFR4
MED9 HSPD1
MED9 CCNC
MED9 MED24
MED9 MED15
MED9 MED13
MED9 GCN1
MED9 UBB
MED9 MED9
RIOK3 CASP10
RIOK3 CALM2
RIOK3 SSR4
PLEC ACTG1
PLEC PPP2R1A
PLEC TJP1
PLEC PAN2
ADAM9 KRAS
ADAM9 SH3D19
HSPA5 HDAC1
HSPA5 HSP90B1
HSPA5 CALR
HSPA5 HSPD1
HSPA5 LDLR
HSPA5 EIF2AK3
HSPA5 P4HB
HSPA5 DNAJC10
HSPA5 CASP7
HSPA5 ATP5F1A
HSPA5 HSPA5
HSPA5 RC3H1
HSPA5 MAP3K14
HSPA5 PSMB5
HSPA5 YWHAZ
HSPA5 HSP90AA1
HSPA5 KRT18
HSPA5 TMEM62
HSPA5 KRT8
HSPA5 PSMD1
HSPA5 DGCR8
HSPA5 RIPK1
HSPA5 SUDS3
FOXP2 CCNC
FOXP2 LNX1
FOXP2 FOXP2
ETV6 ETV6
ETV6 FBXL6
PTTG1IP PTTG1IP
VIPR1 PTMA
VIPR1 CALM2
MRPL12 RBM3
MRPL12 SAT1
MRPL12 MORF4L2
MRPL12 NBL1
MRPL12 MRPL42
MRPL12 MRPL2
MRPL12 MRPL12
ACTG1 PLD1
ACTG1 ACTG1
ACTG1 DSTN
ACTG1 RC3H1
ACTG1 EPS8L2
ACTG1 MAP3K14
ACTG1 EHHADH
ACTG1 MYO1A
ACTG1 EPS8L3
ACTG1 RIPK1
ACTG1 VIL1
ACTG1 CDC37
NECTIN1 PARD3
NECTIN1 NECTIN4
NECTIN1 NECTIN1
HECTD3 PPL
SYTL4 KRAS
SYTL4 RAB27B
SYTL4 STX3
SYTL4 SYTL4
SYTL4 RAB3D
HBEGF BAG1
HBEGF HBEGF
NCKAP1 YWHAZ
NCKAP1 DNMBP
CASP10 XIAP
CASP10 CASP7
CASP10 MAP3K14
CASP10 CASP10
CASP10 RIPK1
MPC1 MPC2
KRT18 YWHAZ
KRT18 KRT8
KRT18 GOLGA2
KRT18 CASP7
KRT18 YWHAH
KRT18 PRKCZ
KRT18 PNN
KRT18 KRT5
KRT18 KRT18
KRT18 PKP3
KRT18 KRT6A
LAMB3 PDIA3
LAMB3 BMP1
PSCA SLC7A1
PSCA TMEM54
PSCA SLC35A1
TRIM29 GOLGA2
TRIM29 TRIM29
TRIM29 MYO15B
KRT5 KRT19
KRT5 DST
KRT5 KRT14
SYT7 STX3
GOLM1 TMEM176A
GOLM1 GAST
GOLM1 GUCA2A
GOLM1 ASPH
CEACAM1 ANXA2
CEACAM1 CEACAM1
EPS8L2 SOS1
DDR1 DDR1
CMTM4 APOA4
DLEU1 TUBB2A
DLEU1 TUBB4B
GATA4 SRF
GATA4 ID3
GATA4 ID1
TRAK1 TRAK2
TRAK1 TRAF3IP1
TRAK1 RHOT2
TRAK1 TRAK1
MIS18A GLYCTK
MIS18A MIS18A
MIS18A STX17
ACTN4 YWHAZ
ACTN4 TJP1
ACTN4 SLC9A3R2
ACTN4 PDLIM1
ACTN4 USP6NL
ACTN4 LNX1
ACTN4 MICALL2
ZRANB2 SREK1
ZRANB2 ZRANB2
BDH1 HMGCL
PDZK1IP1 TMEM14A
PDZK1IP1 GAST
GPR61 SLC12A7
PMM2 HK2
EVI5 STX3
EVI5 MORF4L2
GLYCTK GOLGA2
GLYCTK KRT19
GLYCTK KRT13
GLYCTK BAIAP2L2
PHACTR4 KRAS
FBXO32 EIF3A
SRPK1 SRRM2
SRPK1 PNN
SRPK1 SREK1
SRPK1 DHX15
SRPK1 DGCR8
SRPK1 ACIN1
SRPK1 SCYL2
SRPK1 SRPK1
ACVR2A ACVR2A
BTBD3 CDC37
BTBD3 TEPSIN
BTBD3 BTBD3
LRRK1 LRRK1
LRRK1 PAK4
LRRK1 LYZ
FRYL BAK1
HIC2 PDK2
CRY1 PER2
CRY1 CSNK1E
CRY1 CRY1
PROC PROC
FLAD1 FLAD1
FLAD1 GRB7
OCRL RAB1A
OCRL GOLGA5
CUL9 CUL9
PLA2G10 CCDC120
PLA2G10 PITX1
PLA2G10 MYO10
PLA2G10 GNE
PLA2G10 HR
BPIFA1 PITX1
BPIFA1 TEPSIN
BPIFA1 HOXB9
BPIFA1 ZNF765
BPIFA1 CSKMT
RREB1 HDAC1
RREB1 KDM1A
RREB1 EHMT1
RREB1 HMG20B
NGEF FAM118B
MYCL MXD1
ORMDL3 SLC7A1
RND1 PLXNB1
RND1 ID3
RND1 GRB7
RND1 PSMB5
RND1 PLXNB2
SLC9A3R2 TRAF4
SLC9A3R2 PODXL
SLC9A3R2 PLCB3
SLC9A3R2 DLGAP4
PKN2 PKN2
PKN2 FAM193B
PAN2 ELOB
PAN2 ARCN1
CSNK1E CSNK1A1
CSNK1E YWHAH
CSNK1E OCLN
CSNK1E PER2
CSNK1E CSNK1E
EEF2K MAPKAPK5
EEF2K EEF2K
TPD52 TPD52
TPD52 TPD52L1
CCDC47 LMNA
CCDC47 TOM1L1
ANKRD11 PPARA
ANKRD11 BRCC3
ANKRD11 GOLGA2
ANKRD11 SPATA2
ANKRD11 ANKRD11
ANKRD11 USP54
RASD2 SMAD1
HSP90AA1 HDAC1
HSP90AA1 HSPD1
